gps_datetime,latitude,longitude,fix_quality,satellite_count
2025-07-13T02:51:34.177229+00:00,-33.06709371666667,151.5807302,1,47
2025-07-13T02:51:35.218555+00:00,-33.06709365,151.58073016666665,1,47
2025-07-13T02:51:36.183703+00:00,-33.0670936,151.58073016666665,1,47
2025-07-13T02:51:37.220653+00:00,-33.06709355,151.58073021666667,1,47
2025-07-13T02:51:38.188478+00:00,-33.06709351666667,151.58073021666667,1,47
2025-07-13T02:51:39.230112+00:00,-33.06709345,151.58073025,1,47
2025-07-13T02:51:40.187346+00:00,-33.0670934,151.58073025,1,47
2025-07-13T02:51:41.238520+00:00,-33.06709333333333,151.58073028333334,1,47
2025-07-13T02:51:42.198157+00:00,-33.06709323333333,151.58073033333332,1,47
2025-07-13T02:51:43.242898+00:00,-33.067093183333334,151.58073038333333,1,47
2025-07-13T02:51:44.202567+00:00,-33.067093166666666,151.58073043333334,1,47
2025-07-13T02:51:45.247304+00:00,-33.06709313333333,151.58073048333333,1,47
2025-07-13T02:51:46.208781+00:00,-33.067093166666666,151.58073053333334,1,47
2025-07-13T02:51:47.247345+00:00,-33.0670932,151.58073056666666,1,47
2025-07-13T02:51:48.207562+00:00,-33.06709323333333,151.5807306,1,47
2025-07-13T02:51:49.246022+00:00,-33.06709326666667,151.58073063333333,1,47
2025-07-13T02:51:50.206173+00:00,-33.0670933,151.58073065,1,47
2025-07-13T02:51:51.257815+00:00,-33.06709336666667,151.58073073333333,1,47
2025-07-13T02:51:52.209257+00:00,-33.06709345,151.58073078333334,1,47
2025-07-13T02:51:53.252263+00:00,-33.06709351666667,151.58073081666666,1,47
2025-07-13T02:51:54.228304+00:00,-33.0670936,151.5807308,1,47
2025-07-13T02:51:55.263371+00:00,-33.06709368333333,151.5807308,1,47
2025-07-13T02:51:56.221780+00:00,-33.067093783333334,151.58073078333334,1,47
2025-07-13T02:51:57.264788+00:00,-33.067093916666664,151.58073081666666,1,47
2025-07-13T02:51:58.226893+00:00,-33.06709403333333,151.58073085,1,47
2025-07-13T02:51:59.270111+00:00,-33.06709411666667,151.58073085,1,47
2025-07-13T02:52:00.230497+00:00,-33.067094166666664,151.58073083333332,1,47
2025-07-13T02:52:01.280144+00:00,-33.06709421666667,151.58073086666667,1,47
2025-07-13T02:52:02.235861+00:00,-33.067094233333336,151.5807309,1,47
2025-07-13T02:52:03.285436+00:00,-33.067094266666665,151.5807309,1,46
2025-07-13T02:52:04.246999+00:00,-33.06709425,151.58073088333333,1,47
2025-07-13T02:52:05.198637+00:00,-33.067094233333336,151.58073086666667,1,47
2025-07-13T02:52:06.159813+00:00,-33.067094166666664,151.58073085,1,47
2025-07-13T02:52:07.207098+00:00,-33.0670941,151.58073081666666,1,47
2025-07-13T02:52:08.173180+00:00,-33.06709403333333,151.58073076666668,1,47
2025-07-13T02:52:09.216129+00:00,-33.067093983333336,151.58073071666666,1,47
2025-07-13T02:52:10.174280+00:00,-33.06709396666667,151.58073065,1,47
2025-07-13T02:52:11.216006+00:00,-33.06709393333333,151.58073063333333,1,46
2025-07-13T02:52:12.180850+00:00,-33.067093883333335,151.5807306,1,47
2025-07-13T02:52:13.222836+00:00,-33.06709383333333,151.58073061666667,1,47
2025-07-13T02:52:14.189232+00:00,-33.0670938,151.58073063333333,1,46
2025-07-13T02:52:15.237944+00:00,-33.067093766666666,151.58073068333334,1,47
2025-07-13T02:52:16.194174+00:00,-33.06709373333333,151.5807307,1,47
2025-07-13T02:52:17.245420+00:00,-33.06709368333333,151.58073075,1,47
2025-07-13T02:52:18.204475+00:00,-33.06709361666667,151.58073073333333,1,47
2025-07-13T02:52:19.237830+00:00,-33.067093566666664,151.58073076666668,1,47
2025-07-13T02:52:20.205312+00:00,-33.06709351666667,151.58073073333333,1,47
2025-07-13T02:52:21.259073+00:00,-33.06709343333333,151.58073073333333,1,47
2025-07-13T02:52:22.206875+00:00,-33.06709333333333,151.58073071666666,1,47
2025-07-13T02:52:23.262640+00:00,-33.06709325,151.58073073333333,1,47
2025-07-13T02:52:24.213960+00:00,-33.06709315,151.58073075,1,47
2025-07-13T02:52:25.272912+00:00,-33.06709305,151.58073073333333,1,47
