2025-07-11T07:32:32.128738+00:00,-33.068015683333336,151.58395885,1,48
2025-07-11T07:32:33.186823+00:00,-33.06801566666667,151.58395881666667,1,48
2025-07-11T07:32:34.140025+00:00,-33.06801565,151.58395878333334,1,48
2025-07-11T07:32:35.192914+00:00,-33.06801565,151.58395875,1,48
2025-07-11T07:32:36.156907+00:00,-33.06801566666667,151.58395873333333,1,48
2025-07-11T07:32:37.195514+00:00,-33.068015683333336,151.58395871666667,1,48
2025-07-11T07:32:38.171310+00:00,-33.0680157,151.58395875,1,48
2025-07-11T07:32:39.220246+00:00,-33.068015683333336,151.58395878333334,1,48
2025-07-11T07:32:40.164088+00:00,-33.068015683333336,151.58395876666665,1,48
2025-07-11T07:32:41.189970+00:00,-33.068015683333336,151.58395875,1,48
2025-07-11T07:32:42.155132+00:00,-33.068015683333336,151.58395878333334,1,48
2025-07-11T07:32:43.193018+00:00,-33.0680157,151.58395878333334,1,48
2025-07-11T07:32:44.154910+00:00,-33.0680157,151.58395875,1,48
2025-07-11T07:32:45.222393+00:00,-33.068015716666665,151.58395875,1,48
2025-07-11T07:32:46.199210+00:00,-33.068015716666665,151.58395871666667,1,49
2025-07-11T07:32:47.221604+00:00,-33.06801573333333,151.58395871666667,1,48
2025-07-11T07:32:48.158773+00:00,-33.06801573333333,151.58395868333332,1,48
2025-07-11T07:32:49.200905+00:00,-33.06801573333333,151.58395865,1,48
2025-07-11T07:32:50.193713+00:00,-33.06801573333333,151.58395865,1,49
2025-07-11T07:32:51.194912+00:00,-33.06801573333333,151.58395861666668,1,48
2025-07-11T07:32:52.152238+00:00,-33.06801575,151.58395858333333,1,48
2025-07-11T07:32:53.186300+00:00,-33.06801575,151.58395856666667,1,47
2025-07-11T07:32:54.146802+00:00,-33.06801576666667,151.58395853333334,1,47
2025-07-11T07:32:55.195106+00:00,-33.06801578333334,151.58395851666666,1,47
2025-07-11T07:32:56.153890+00:00,-33.0680158,151.58395848333333,1,47
2025-07-11T07:32:57.198980+00:00,-33.0680158,151.58395843333332,1,47
2025-07-11T07:32:58.147172+00:00,-33.0680158,151.58395838333334,1,47
2025-07-11T07:32:59.194862+00:00,-33.068015816666666,151.58395835,1,47
2025-07-11T07:33:00.155250+00:00,-33.06801586666667,151.58395831666667,1,47
2025-07-11T07:33:01.204235+00:00,-33.068015933333335,151.58395826666666,1,47
2025-07-11T07:33:02.157878+00:00,-33.06801598333333,151.5839582,1,47
2025-07-11T07:33:03.202935+00:00,-33.068016033333336,151.58395815,1,47
2025-07-11T07:33:04.159073+00:00,-33.06801608333333,151.58395808333333,1,47
2025-07-11T07:33:05.195927+00:00,-33.06801611666667,151.58395801666666,1,47
2025-07-11T07:33:06.159538+00:00,-33.068016166666666,151.58395798333333,1,47
2025-07-11T07:33:07.208286+00:00,-33.06801623333333,151.58395795,1,47
2025-07-11T07:33:08.156993+00:00,-33.0680163,151.58395793333332,1,47
2025-07-11T07:33:09.212712+00:00,-33.06801638333334,151.5839579,1,47
2025-07-11T07:33:10.156753+00:00,-33.06801646666667,151.58395786666668,1,47
2025-07-11T07:33:11.200618+00:00,-33.068016533333335,151.58395783333333,1,47
