2025-07-11T07:37:32.131553+00:00,-33.068040333333336,151.58393413333334,1,49
2025-07-11T07:37:33.176870+00:00,-33.068040333333336,151.58393405,1,49
2025-07-11T07:37:34.123723+00:00,-33.06804035,151.58393401666666,1,49
2025-07-11T07:37:35.259052+00:00,-33.068040366666665,151.58393393333333,1,49
2025-07-11T07:37:36.214815+00:00,-33.06804038333333,151.58393383333333,1,49
2025-07-11T07:37:37.252463+00:00,-33.06804041666667,151.58393368333333,1,49
2025-07-11T07:37:38.204700+00:00,-33.06804041666667,151.58393356666667,1,49
2025-07-11T07:37:39.255466+00:00,-33.06804043333333,151.58393343333333,1,49
2025-07-11T07:37:40.210689+00:00,-33.06804043333333,151.5839333,1,49
2025-07-11T07:37:41.236899+00:00,-33.06804045,151.58393318333333,1,49
2025-07-11T07:37:42.202959+00:00,-33.068040483333334,151.58393301666666,1,49
2025-07-11T07:37:43.259696+00:00,-33.0680405,151.58393291666667,1,49
2025-07-11T07:37:44.198350+00:00,-33.06804051666667,151.58393278333332,1,49
2025-07-11T07:37:45.255389+00:00,-33.06804056666667,151.58393265,1,49
2025-07-11T07:37:46.196749+00:00,-33.068040583333335,151.58393255,1,49
2025-07-11T07:37:47.242283+00:00,-33.068040583333335,151.58393243333333,1,49
2025-07-11T07:37:48.206420+00:00,-33.068040583333335,151.58393235,1,49
2025-07-11T07:37:49.235915+00:00,-33.068040583333335,151.58393228333333,1,49
2025-07-11T07:37:50.186814+00:00,-33.068040583333335,151.5839322,1,49
2025-07-11T07:37:51.229148+00:00,-33.06804056666667,151.5839321,1,49
