gps_datetime,latitude,longitude,fix_quality,satellite_count
2025-07-12T16:51:08.337905+00:00,-33.0671097,151.58073271666666,1,49
2025-07-12T16:51:09.296990+00:00,-33.06710973333333,151.58073268333334,1,49
2025-07-12T16:51:10.325645+00:00,-33.0671098,151.58073266666668,1,49
2025-07-12T16:51:11.269731+00:00,-33.06710986666667,151.58073261666667,1,49
2025-07-12T16:51:12.324093+00:00,-33.06710995,151.58073255,1,49
2025-07-12T16:51:13.277676+00:00,-33.06711001666667,151.58073248333332,1,49
2025-07-12T16:51:14.313946+00:00,-33.06711005,151.58073246666666,1,49
2025-07-12T16:51:15.273586+00:00,-33.067110066666665,151.58073243333334,1,49
2025-07-12T16:51:16.311920+00:00,-33.06711008333333,151.58073241666668,1,49
2025-07-12T16:51:17.253572+00:00,-33.06711011666667,151.58073238333333,1,49
2025-07-12T16:51:18.290870+00:00,-33.067110183333334,151.58073235,1,49
2025-07-12T16:51:19.234335+00:00,-33.06711023333333,151.58073233333334,1,49
2025-07-12T16:51:20.283605+00:00,-33.06711026666667,151.58073231666665,1,49
2025-07-12T16:51:21.238113+00:00,-33.067110316666664,151.5807323,1,49
2025-07-12T16:51:22.267911+00:00,-33.067110383333336,151.5807323,1,49
2025-07-12T16:51:23.306737+00:00,-33.06711043333333,151.58073231666665,1,48
2025-07-12T16:51:24.351780+00:00,-33.0671105,151.58073235,1,48
2025-07-12T16:51:25.289103+00:00,-33.06711058333333,151.58073235,1,49
2025-07-12T16:51:26.334012+00:00,-33.06711061666667,151.58073236666667,1,49
2025-07-12T16:51:27.285640+00:00,-33.06711068333333,151.58073238333333,1,49
2025-07-12T16:51:28.324428+00:00,-33.06711073333334,151.5807324,1,49
2025-07-12T16:51:29.277201+00:00,-33.067110783333334,151.58073243333334,1,49
2025-07-12T16:51:30.312241+00:00,-33.06711083333333,151.58073246666666,1,49
2025-07-12T16:51:31.273174+00:00,-33.067110883333335,151.5807325,1,49
2025-07-12T16:51:32.301706+00:00,-33.067110916666664,151.58073253333333,1,49
2025-07-12T16:51:33.263976+00:00,-33.067110983333336,151.58073255,1,49
2025-07-12T16:51:34.288237+00:00,-33.067111016666665,151.58073255,1,49
2025-07-12T16:51:35.249143+00:00,-33.06711106666667,151.58073253333333,1,49
2025-07-12T16:51:36.290128+00:00,-33.067111116666666,151.58073251666667,1,49
2025-07-12T16:51:37.236919+00:00,-33.06711118333333,151.5807325,1,49
2025-07-12T16:51:38.281902+00:00,-33.067111233333335,151.58073248333332,1,49
2025-07-12T16:51:39.248369+00:00,-33.06711125,151.58073248333332,1,49
2025-07-12T16:51:40.271595+00:00,-33.067111266666664,151.58073248333332,1,49
2025-07-12T16:51:41.230623+00:00,-33.06711131666667,151.58073246666666,1,49
2025-07-12T16:51:42.260941+00:00,-33.067111366666666,151.58073248333332,1,49
2025-07-12T16:51:43.214016+00:00,-33.0671114,151.5807325,1,49
2025-07-12T16:51:44.338337+00:00,-33.06711145,151.58073253333333,1,49
2025-07-12T16:51:45.304617+00:00,-33.067111483333335,151.58073253333333,1,49
2025-07-12T16:51:46.338238+00:00,-33.067111516666664,151.58073255,1,49
2025-07-12T16:51:47.289664+00:00,-33.067111583333336,151.58073256666665,1,49
2025-07-12T16:51:48.320280+00:00,-33.06711166666667,151.58073256666665,1,49
2025-07-12T16:51:49.265963+00:00,-33.067111733333334,151.58073258333334,1,49
2025-07-12T16:51:50.305892+00:00,-33.06711181666667,151.58073256666665,1,49
2025-07-12T16:51:51.267252+00:00,-33.06711188333333,151.58073256666665,1,49
2025-07-12T16:51:52.299989+00:00,-33.06711195,151.5807326,1,49
2025-07-12T16:51:53.251449+00:00,-33.067112,151.58073263333333,1,49
2025-07-12T16:51:54.297567+00:00,-33.06711205,151.58073266666668,1,49
2025-07-12T16:51:55.249878+00:00,-33.06711206666667,151.5807327,1,49
2025-07-12T16:51:56.277546+00:00,-33.06711205,151.58073271666666,1,49
2025-07-12T16:51:57.244886+00:00,-33.06711206666667,151.58073276666667,1,49
2025-07-12T16:51:58.281988+00:00,-33.0671121,151.5807328,1,49
2025-07-12T16:51:59.232837+00:00,-33.067112183333336,151.58073283333334,1,49
2025-07-12T16:52:00.263932+00:00,-33.06711226666667,151.58073283333334,1,49
2025-07-12T16:52:01.219625+00:00,-33.06711235,151.58073285,1,49
2025-07-12T16:52:02.341236+00:00,-33.067112433333335,151.58073288333333,1,49
2025-07-12T16:52:03.303818+00:00,-33.067112533333336,151.58073293333334,1,49
2025-07-12T16:52:04.327853+00:00,-33.06711261666667,151.58073298333332,1,49
2025-07-12T16:52:05.273360+00:00,-33.0671127,151.58073301666667,1,49
2025-07-12T16:52:06.315665+00:00,-33.06711275,151.58073301666667,1,49
2025-07-12T16:52:07.265314+00:00,-33.067112816666665,151.58073303333333,1,49
2025-07-12T16:52:08.307868+00:00,-33.06711288333333,151.58073305,1,49
2025-07-12T16:52:09.269942+00:00,-33.06711298333333,151.58073305,1,49
2025-07-12T16:52:10.300715+00:00,-33.067113066666664,151.58073306666665,1,49
2025-07-12T16:52:11.255186+00:00,-33.067113166666665,151.58073306666665,1,49
2025-07-12T16:52:12.287649+00:00,-33.06711323333333,151.5807331,1,49
2025-07-12T16:52:13.224842+00:00,-33.067113283333335,151.58073311666666,1,49
2025-07-12T16:52:14.271125+00:00,-33.06711331666666,151.58073315,1,49
2025-07-12T16:52:15.224282+00:00,-33.06711335,151.58073316666668,1,49
2025-07-12T16:52:16.254841+00:00,-33.0671134,151.58073318333334,1,49
2025-07-12T16:52:17.219210+00:00,-33.0671134,151.5807332,1,49
2025-07-12T16:52:18.349259+00:00,-33.067113383333336,151.58073321666666,1,49
2025-07-12T16:52:19.295828+00:00,-33.067113383333336,151.58073323333332,1,49
2025-07-12T16:52:20.339587+00:00,-33.0671134,151.58073328333333,1,49
2025-07-12T16:52:21.292177+00:00,-33.067113416666665,151.5807333,1,49
2025-07-12T16:52:22.318182+00:00,-33.06711343333333,151.58073336666666,1,49
2025-07-12T16:52:23.266188+00:00,-33.067113416666665,151.58073343333334,1,49
2025-07-12T16:52:24.307698+00:00,-33.067113383333336,151.58073348333335,1,49
2025-07-12T16:52:25.265694+00:00,-33.067113383333336,151.58073351666667,1,49
2025-07-12T16:52:26.303459+00:00,-33.0671134,151.58073353333333,1,49
2025-07-12T16:52:27.256653+00:00,-33.067113416666665,151.58073353333333,1,49
2025-07-12T16:52:28.288991+00:00,-33.06711345,151.58073356666668,1,49
